rang,titre,sous_titre,auteurs,editeur,collection,isbn,format,prix,date,url_livre,url_couverture,score_titre,confiance_titre,justif_titre,score_description,confiance_description,source_incomplete,justif_description,ecart_titre_description,source_notation
295,Jésus viendra-t-il aussi sauver les machines ? regard chrétien sur l'intelligence artificielle,,Jean-Marc Moschetta,Mame,,9782728929092,Grand format,15.90 €,16 Avril 2021,https://www.librel.be/livre/9782728929092-jesus-viendra-t-il-aussi-sauver-les-machines-regard-chretien-sur-l-intelligence-artificielle-jean-marc-moschetta/,https://images.epagine.fr/092/9782728929092_1_m.jpg,0,2,"Question théologique ludique sur les machines, aucune menace évoquée.",0,3,non,Rejette explicitement méfiance et anathèmes ; confiance envers la technologie revendiquée.,0,agent
296,Quand l'intelligence artificielle s'éveillera,,Jérôme Béranger,Le Passeur Éditeur,,9782368907702,Grand format,21.90 €,17 Septembre 2020,https://www.librel.be/livre/9782368907702-quand-l-intelligence-artificielle-s-eveillera-jerome-beranger/,https://images.epagine.fr/702/9782368907702_1_m.jpg,2,2,"'S'éveillera' évoque l'éveil de l'IA, incertitude non dramatique.",1,2,non,Angoisses mentionnées mais résolues par un cadre éthique constructif proposé.,1,agent
297,Agir sans subir dans un monde connecté : Pour une éducation populaire à l'intelligence artificielle,,Cécile Petitgand,PRESSES DE L'UNIVERSITE DE LAVAL,,9782766309047,Poche,18.00 €,15 Janvier 2026,https://www.librel.be/livre/9782766309047-agir-sans-subir-dans-un-monde-connecte-pour-une-education-populaire-a-l-intelligence-artificielle-cecile-petitgand/,https://images.epagine.fr/047/9782766309047_1_m.jpg,1,2,"'Sans subir' évoque un risque vague, tempéré par 'agir'.",1,3,non,Explicitement pas un essai alarmiste ; domination des algorithmes présentée comme surmontable par l'action.,0,agent
298,Intelligence artificielle et santé mentale,,"Collectif, Amandine Cayol, Yves Poullet",Mare & Martin,Droit & Science Politique,9782386001000,Grand format,28.00 €,13 Février 2025,https://www.librel.be/livre/9782386001000-intelligence-artificielle-et-sante-mentale-collectif-amandine-cayol/,https://images.epagine.fr/000/9782386001000_1_m.jpg,0,3,"Neutre, thématique (santé mentale), aucun mot de menace.",2,2,non,Questions éthiques et juridiques réelles mais secondaires face aux promesses médicales de l'IA.,-2,agent
299,Data Scientist et langage R : autoformation aux bases de l'intelligence artificielle dans l'univers de la data,,"Eva Laude, Henri Laude",Eni,Epsilon,9782409030994,Grand format,54.00 €,13 Juillet 2021,https://www.librel.be/livre/9782409030994-data-scientist-et-langage-r-autoformation-aux-bases-de-l-intelligence-artificielle-dans-l-univers-de-la-data-3e-edition-eva-laude-henri-laude/,https://images.epagine.fr/994/9782409030994_1_m.jpg,0,3,"Neutre, technique (autoformation, langage R).",0,3,non,"Manuel technique de data science en R, entièrement pratique, aucune négativité.",0,agent
300,La belle histoire des révolutions numériques ; de l'électronique aux défis de l'intelligence artificielle,,Henri Lilen,De Boeck Supérieur,La Belle Histoire,9782807324787,Grand format,29.00 €,29 Octobre 2019,https://www.librel.be/livre/9782807324787-la-belle-histoire-des-revolutions-numeriques-de-l-electronique-aux-defis-de-l-intelligence-artificielle-henri-lilen/,https://images.epagine.fr/787/9782807324787_1_m.jpg,1,2,'Défis' mentionné mais tempéré par 'belle histoire'.,0,3,non,"Histoire chronologique neutre de l'électronique à l'IA, ton descriptif sans menace.",1,agent
301,TensorFlow et Keras ; l'intelligence artificielle appliquée à la robotique humanoïde,,Henri Laude,Eni,Epsilon,9782409021992,Grand format,54.00 €,11 Décembre 2019,https://www.librel.be/livre/9782409021992-tensorflow-et-keras-l-intelligence-artificielle-appliquee-a-la-robotique-humanoide-henri-laude/,https://images.epagine.fr/992/9782409021992_1_m.jpg,0,3,"Neutre, technique (TensorFlow, robotique).",0,3,non,"Guide technique TensorFlow/Keras pour créer un robot, purement pédagogique et pratique.",0,agent
302,L'intelligence artificielle au service des RH ; pour une expérience collaborateur augmentée,,"Michel Barabel, Charles-Henri Besseyre des Horts, Collectif, Thimothee Ferras",Dunod,,9782100813629,Grand format,27.15 €,2 Septembre 2020,https://www.librel.be/livre/9782100813629-l-intelligence-artificielle-au-service-des-rh-pour-une-experience-collaborateur-augmentee-michel-barabel-charles-henri-besseyre-des-horts-collectif-thimothee-ferras/,https://images.epagine.fr/629/9782100813629_1_m.jpg,0,3,"Neutre/positif : 'au service des RH', 'augmentée'.",0,2,non,Fantasmes évoqués puis relativisés ; ton constructif sur l'IA en ressources humaines.,0,agent
303,L'IA peut-elle penser ? miracle ou mirage de l'intelligence artificielle,,"Hubert Krivine, Guillaume Lecointre",De Boeck Supérieur,Culture Scientifique,9782807333055,Grand format,15.90 €,9 Février 2021,https://www.librel.be/livre/9782807333055-l-ia-peut-elle-penser-miracle-ou-mirage-de-l-intelligence-artificielle-hubert-krivine/,https://images.epagine.fr/055/9782807333055_1_m.jpg,2,2,"'Mirage' suggère illusion, équilibré par 'miracle'.",1,2,non,Fantasmes d'apocalypse cités puis traités par réflexion épistémologique sur corrélation et causalité.,1,agent
304,Intelligence artificielle vulgarisée ; le Machine Learning et le Deep Learning par la pratique,,Aurélien Vannieuwenhuyze,Eni,Ressources Informatiques,9782409020735,Grand format,29.90 €,5 Septembre 2019,https://www.librel.be/livre/9782409020735-intelligence-artificielle-vulgarisee-le-machine-learning-et-le-deep-learning-par-la-pratique-aurelien-vannieuwenhuyze/,https://images.epagine.fr/735/9782409020735_1_m.jpg,0,3,"Neutre, pédagogique ('par la pratique').",0,2,non,Craintes mentionnées brièvement en introduction d'un manuel pratique de Machine Learning.,0,agent
305,"Médias sociaux : perspectives sur les défis liés à la cybersécurité, la gouvernementalité algorithmique et l'intelligence artificielle",,Pierre Schallum,PRESSES DE L'UNIVERSITE DE LAVAL,,9782763753287,Grand format,30.00 €,11 Février 2021,https://www.librel.be/livre/9782763753287-medias-sociaux-perspectives-sur-les-defis-lies-a-la-cybersecurite-la-gouvernementalite-algorithmique-et-l-intelligence-artificielle-pierre-schallum/,https://images.epagine.fr/287/9782763753287_1_m.jpg,1,2,"'Défis liés à la cybersécurité' mentionné, non central ni dramatique.",0,2,non,"Guide de sensibilisation à la cybersécurité et à la protection des données, ton protecteur.",1,agent
306,L'avenir de l'intelligence artificielle : entre promesses et risques ? : Analyses à la lumière de la doctrine sociale de l'Eglise,,"Hugues Mfumumbwara Mawete, Mike Justin Mepay Kuazime",Éditions L'Harmattan,Religions Et Spiritualité,9782336545974,Grand format,17.00 €,23 Octobre 2025,https://www.librel.be/livre/9782336545974-l-avenir-de-l-intelligence-artificielle-entre-promesses-et-risques-analyses-a-la-lumiere-de-la-doctrine-sociale-de-l-eglise-hugues-mfumumbwara-mawete/,https://images.epagine.fr/974/9782336545974_1_m.jpg,2,2,"'Risques' explicite mais équilibré par 'promesses', question ouverte.",1,2,non,Enjeux éthiques réels mais encadrés par une doctrine sociale constructive et responsable.,1,agent
307,Intelligence artificielle : le prix de la performance,,Pascal Montagnon,Ma,,9782822407984,Grand format,25.90 €,27 Janvier 2022,https://www.librel.be/livre/9782822407984-intelligence-artificielle-le-prix-de-la-performance-2e-edition-pascal-montagnon/,https://images.epagine.fr/984/9782822407984_1_m.jpg,2,2,"'Le prix de la performance' : coût implicite, non dramatique.",0,2,non,Ton entièrement positif : l'IA porteuse d'espoir pour la performance des entreprises.,2,agent
308,Revue artension n.193 : Intelligence artificielle : Le grand bouleversement,,Collectif,Artension,Revue Artension,3663322133954,Revue,7.90 €,29 Août 2025,https://www.librel.be/livre/3663322133954-revue-artension-n-193-intelligence-artificielle-le-grand-bouleversement-collectif/,https://images.epagine.fr/954/3663322133954_1_m.jpg,2,2,"'Le grand bouleversement' : disruption, sans mot de danger explicite.",3,2,non,"Droits d'auteur piétinés, impact écologique cités, mais présentés comme division encore ouverte.",-1,agent
309,L'intelligence artificielle et le droit,,De Streel Alexandre,Larcier,Crids,9782807902312,Grand format,114.00 €,26 Octobre 2017,https://www.librel.be/livre/9782807902312-l-intelligence-artificielle-et-le-droit-de-streel-alexandre/,https://images.epagine.fr/312/9782807902312_1_m.jpg,0,3,"Neutre, juridique.",0,3,non,Analyse juridique descriptive et neutre du droit belge et européen de l'IA.,0,agent
310,Digitalisation et systèmes de santé en Afrique : Potentiel et défis de l'intelligence artificielle dans l'amélioration des soins,,"Abdelmadjid Abderahim Mahamat, Michel Boukar",Éditions L'Harmattan,Afriques En Mutations,9782336548241,Grand format,26.00 €,24 Juillet 2025,https://www.librel.be/livre/9782336548241-digitalisation-et-systemes-de-sante-en-afrique-potentiel-et-defis-de-l-intelligence-artificielle-dans-l-amelioration-des-soins-abdelmadjid-abderahim-mahamat-michel-boukar/,https://images.epagine.fr/241/9782336548241_1_m.jpg,1,2,"'Potentiel et défis' équilibré, non dramatique.",2,2,non,Bénéfices médicaux mis en avant ; défis et enjeux éthiques mentionnés en complément académique.,-1,agent
311,Intelligence artificielle,,Pascal Montagnon,La Charte,,9782874035296,Grand format,20.00 €,7 Février 2019,https://www.librel.be/livre/9782874035296-intelligence-artificielle-pascal-montagnon/,https://images.epagine.fr/296/9782874035296_1_m.jpg,0,3,"Titre nu, neutre.",1,2,non,"Craintes et espoirs mentionnés en équilibre, conclusion positive sur l'aide aux handicapés.",-1,agent
312,Intelligence artificielle et emploi en Afrique : Analyse des impacts de la digitalisation du travail,,"Michel Boukar, Ibrahim Kalil Konate, Robert Beugre Mambe",Éditions L'Harmattan,Afriques En Mutations,9782336568751,Grand format,30.00 €,10 Octobre 2025,https://www.librel.be/livre/9782336568751-intelligence-artificielle-et-emploi-en-afrique-analyse-des-impacts-de-la-digitalisation-du-travail-michel-boukar-ibrahim-kalil-konate/,https://images.epagine.fr/751/9782336568751_1_m.jpg,0,3,"Neutre, analytique (emploi, digitalisation).",3,2,non,"Destruction d'emplois analysée en profondeur, mais contrebalancée par des facteurs de résilience étudiés.",-3,agent
313,Intelligence artificielle et cognitive business,,Jean-Michel Rodriguez,Eni,Datapro,9782409013423,Grand format,45.00 €,11 Avril 2018,https://www.librel.be/livre/9782409013423-intelligence-artificielle-et-cognitive-business-jean-michel-rodriguez/,https://images.epagine.fr/423/9782409013423_1_m.jpg,0,3,"Neutre, business.",1,2,non,"Guerre industrielle évoquée en ouverture dramatique, puis contenu technique et pédagogique équilibré.",-1,agent
314,Manifeste pour une intelligence artificielle comprise et responsable,,"Jean-Paul Aimetti, Olivier Coppet, Gilbert Saporta",Cent Mille Milliards,,9782850712999,Poche,10.05 €,15 Mars 2024,https://www.librel.be/livre/9782850712999-manifeste-pour-une-intelligence-artificielle-comprise-et-responsable-jean-paul-aimetti-olivier-coppet-gilbert-saporta/,https://images.epagine.fr/999/9782850712999_1_m.jpg,0,3,"'Comprise et responsable' : positif, réassurant.",0,3,non,"Manifeste ne remettant pas en cause les applications vertueuses de l'IA, ton positif.",0,agent
315,"Nous & l'Intelligence artificielle, quelle synergie ?",,"Marco Landi, Chiara Sottocorona, Luc Julia",Ovadia,,9782363925749,Grand format,20.00 €,20 Février 2024,https://www.librel.be/livre/9782363925749-nous-l-intelligence-artificielle-quelle-synergie-marco-landi-chiara-sottocorona/,https://images.epagine.fr/749/9782363925749_1_m.jpg,0,3,"'Quelle synergie ?' : positif, collaboratif.",3,2,non,Amélioration ou diminution de l'humain posée comme débat politique ouvert et urgent.,-3,agent
316,Société numérique ; patrimoine humain ou crime contre l'humanité ? incertaine intelligence artificielle de Pierre Jourlin,,François-Xavier Marquis,Éditions L'Harmattan,,9782343161457,Grand format,21.50 €,21 Novembre 2018,https://www.librel.be/livre/9782343161457-societe-numerique-patrimoine-humain-ou-crime-contre-l-humanite-incertaine-intelligence-artificielle-de-pierre-jourlin-francois-xavier-marquis/,https://images.epagine.fr/457/9782343161457_1_m.jpg,5,2,"'Crime contre l'humanité' : maximal, même posé en alternative.",3,2,non,"Liberté conditionnellement menacée par un numérique non maîtrisé ; appel au débat, pas un verdict.",2,agent
317,Intelligence Artificielle : Vivre avec-2ème édition,,Byk Christian,Ma,,9782822408493,Grand format,35.90 €,2 Février 2023,https://www.librel.be/livre/9782822408493-intelligence-artificielle-vivre-avec-2eme-edition-byk-christian/,https://images.epagine.fr/493/9782822408493_1_m.jpg,0,3,"'Vivre avec' : neutre, acceptation.",0,3,non,"Hors sujet : roman policier sur Baudelaire, aucun contenu relatif à l'IA.",0,agent
320,Le procès de l'I.A. : L'intelligence artificielle sur le banc des accusés,,"Studio Laffitte, Institut EuropIA",Ovadia,,9782363926531,Grand format,20.00 €,15 Janvier 2026,https://www.librel.be/livre/9782363926531-le-proces-de-l-i-a-l-intelligence-artificielle-sur-le-banc-des-accuses-studio-laffitte-institut-europia/,https://images.epagine.fr/531/9782363926531_1_m.jpg,4,2,"'Procès', 'banc des accusés' : métaphore accusatoire centrale.",0,2,non,"BD sur l'IA créée avec l'IA, présentation courte et neutre, sans menace explicite.",4,agent
321,Intelligence artificielle : nouveaux enjeux,,Collectif,Ovadia,,9782363924780,Grand format,14.00 €,30 Avril 2022,https://www.librel.be/livre/9782363924780-intelligence-artificielle-nouveaux-enjeux-collectif/,https://images.epagine.fr/780/9782363924780_1_m.jpg,1,2,"'Nouveaux enjeux' : vague, non dramatique.",0,2,non,Bilan d'activité associatif de sensibilisation à l'IA ; mention Covid hors sujet IA.,1,agent
322,Bibliothèque Tangente Tome 68 : intelligence artificielle : l'alliance des mathématiques et de la technologie,,Collectif,Pole,Bibliothèque Tangente,9782848842271,Grand format,22.00 €,23 Septembre 2019,https://www.librel.be/livre/9782848842271-bibliotheque-tangente-tome-68-intelligence-artificielle-l-alliance-des-mathematiques-et-de-la-technologie-collectif/,https://images.epagine.fr/271/9782848842271_1_m.jpg,0,3,"'Alliance' : positif, neutre.",0,3,non,"Présentation neutre et pédagogique du rôle des maths dans l'IA, éthique juste mentionnée.",0,agent
323,Le grand mirage : Pourquoi l'intelligence artificielle ne remplacera jamais l'humain,,David Fortin,La Presse,,9782898254086,Grand format,33.50 €,1 Juin 2026,https://www.librel.be/livre/9782898254086-le-grand-mirage-pourquoi-l-intelligence-artificielle-ne-remplacera-jamais-l-humain-david-fortin/,https://images.epagine.fr/086/9782898254086_1_m.jpg,1,2,'Mirage' mais clause dominante nie le remplacement ('ne remplacera jamais').,3,2,non,"Désamorce la peur de conscience IA, mais développe l'atrophie cognitive comme 'vrai danger'.",-2,agent
324,Le traitement automatique des langues ; comprendre les textes grâce à l'intelligence artificielle,,"François Chaumartin, Pirmin Lemberger",Dunod,Infopro,9782100801886,Grand format,37.60 €,5 Février 2020,https://www.librel.be/livre/9782100801886-le-traitement-automatique-des-langues-comprendre-les-textes-grace-a-l-intelligence-artificielle-francois-chaumartin-pirmin-lemberger/,https://images.epagine.fr/886/9782100801886_1_m.jpg,0,3,"Neutre, technique (traitement des langues).",0,3,non,État de l'art académique et neutre du traitement automatique du langage.,0,agent
325,La voiture qui en savait trop ; les dilemmes moraux posés par l'intelligence artificielle,,Bonnefon J-F.,Humensciences,Quoi De Neuf En Sciences ?,9782379310393,Grand format,19.00 €,2 Octobre 2019,https://www.librel.be/livre/9782379310393-la-voiture-qui-en-savait-trop-les-dilemmes-moraux-poses-par-l-intelligence-artificielle-bonnefon-j-f/,https://images.epagine.fr/393/9782379310393_1_m.jpg,3,2,'En savait trop' inquiétant + 'dilemmes moraux' analytique.,3,2,non,"Dilemme moral des voitures autonomes posé comme question ouverte, non tranchée.",0,agent
